From	To
A7MCY6	CHEMBL4523108
Q6UVM3	CHEMBL4739693
Q460N3	CHEMBL2176778
P54750	CHEMBL3421
O95544	CHEMBL6177
P23946	CHEMBL4068
Q06330	CHEMBL4105709
O00408	CHEMBL2652
Q9H9A5	CHEMBL4105878
Q52WX2	CHEMBL1163129
O43561	CHEMBL5779
P09960	CHEMBL4618
Q13115	CHEMBL2146343
P00751	CHEMBL5731
P51790	CHEMBL2401603
P98161	CHEMBL5772
Q04912	CHEMBL2689
P14735	CHEMBL1293287
Q15120	CHEMBL3893
Q6XQN6	CHEMBL4523354
P32970	CHEMBL3712913
Q8NDV2	CHEMBL4523895
O15056	CHEMBL4523129
Q96J92	CHEMBL1795196
Q86Y39	CHEMBL2363065
Q9NYW5	CHEMBL3309107
O60502	CHEMBL5921
P33993	CHEMBL4630816
Q6P5Z2	CHEMBL3627581
Q9NPC1	CHEMBL3191
A6NCN2	CHEMBL4523107
O43920	CHEMBL2363065
P18825	CHEMBL1916
Q6DT37	CHEMBL5615
Q6U736	CHEMBL4523878
O75956	CHEMBL6010
P30531	CHEMBL1903
P30837	CHEMBL4881
P83436	CHEMBL4105843
O96017	CHEMBL2527
Q96JP5	CHEMBL4739701
P37840	CHEMBL6152
Q05940	CHEMBL1893
Q9HCU0	CHEMBL3712975
P24941	CHEMBL301
Q9Y2A9	CHEMBL3325305
P25024	CHEMBL4029
P10323	CHEMBL2738
Q9Y3Q0	CHEMBL2609
Q96NZ9	CHEMBL4879502
Q9UHL4	CHEMBL3976
P42704	CHEMBL4295762
P16410	CHEMBL2364164
P50613	CHEMBL3055
Q16762	CHEMBL4295835
P14174	CHEMBL2085
P13945	CHEMBL246
P04632	CHEMBL2111357
Q92915	CHEMBL4739699
Q02742	CHEMBL2321632
P35568	CHEMBL4523219
P11474	CHEMBL3429
O15229	CHEMBL2145
P24468	CHEMBL1961790
Q86VZ5	CHEMBL3611965
P25101	CHEMBL252
P41743	CHEMBL2598
Q8IWW8	CHEMBL4947
Q8TAV3	CHEMBL2406897
P35913	CHEMBL3430880
P42680	CHEMBL4246
Q01959	CHEMBL238
Q9NZM1	CHEMBL4523476
P27708	CHEMBL3093
Q13422	CHEMBL4739685
O14730	CHEMBL5659
Q13501	CHEMBL4295816
P35270	CHEMBL3988583
P60842	CHEMBL2052028
P68371	CHEMBL1848
Q14839	CHEMBL4105742
Q96SQ9	CHEMBL4523986
Q10469	CHEMBL2321630
P81172	CHEMBL3989381
P03952	CHEMBL2000
Q9HCF6	CHEMBL3559708
O75330	CHEMBL4295676
O43614	CHEMBL4792
Q8IUC8	CHEMBL4523392
O75940	CHEMBL4105959
P19838	CHEMBL3251
P81605	CHEMBL4523267
P23470	CHEMBL4905
Q96T60	CHEMBL4523434
Q8TAE7	CHEMBL2362996
P16066	CHEMBL1988
Q8TF66	CHEMBL4295907
P61160	CHEMBL6090
Q5JUX0	CHEMBL4523325
O95365	CHEMBL5069375
P56524	CHEMBL3524
Q2UY09	CHEMBL2364188
P54710	CHEMBL2095186
Q7Z2W7	CHEMBL1075319
P15502	CHEMBL3713712
P62330	CHEMBL5987
Q92995	CHEMBL3407324
P11021	CHEMBL1781865
P09038	CHEMBL3107
O15438	CHEMBL5918
Q07343	CHEMBL275
Q96NX5	CHEMBL5258
P07327	CHEMBL1970
Q9H422	CHEMBL4577
P30291	CHEMBL5491
Q13093	CHEMBL3514
Q96LA9	CHEMBL4523430
P41587	CHEMBL4532
Q9H4A4	CHEMBL2432
P11678	CHEMBL2438
Q9BW19	CHEMBL3351200
P31323	CHEMBL2270
P54855	CHEMBL6161
P43119	CHEMBL1995
Q14571	CHEMBL2111451
O75909	CHEMBL2346490
Q15389	CHEMBL3217395
Q8IWQ3	CHEMBL4574
P40937	CHEMBL4296000
P50591	CHEMBL5813
P07741	CHEMBL4105819
Q08722	CHEMBL3714583
P47775	CHEMBL5006
P54756	CHEMBL3987
Q96AV8	CHEMBL4630726
P19174	CHEMBL3964
Q9NYY3	CHEMBL5938
Q9HBY8	CHEMBL5794
O60880	CHEMBL2321636
P0C1S8	CHEMBL5095
P41279	CHEMBL4899
O75807	CHEMBL4630805
Q8TDC3	CHEMBL5650
Q8N4C8	CHEMBL5518
O60931	CHEMBL4630803
O75489	CHEMBL2363065
P51878	CHEMBL3131
P42679	CHEMBL4175
Q14974	CHEMBL1741199
P22894	CHEMBL4588
P55058	CHEMBL5962
Q96BD0	CHEMBL2073679
P18846	CHEMBL3255
Q5NUL3	CHEMBL5339
P0DTE4	CHEMBL1743321
Q8WZA1	CHEMBL2321629
Q96DC9	CHEMBL4630847
P55085	CHEMBL5963
P55036	CHEMBL2364701
Q16637	CHEMBL1293232
Q92847	CHEMBL4616
Q06432	CHEMBL2363032
P01579	CHEMBL3286073
Q9UHH9	CHEMBL4523488
P08235	CHEMBL1994
P17181	CHEMBL1887
Q5TCX8	CHEMBL3627584
Q9NP56	CHEMBL4716
P19801	CHEMBL2118
Q8IUR0	CHEMBL4295892
P49281	CHEMBL1932895
P54707	CHEMBL2933
P23219	CHEMBL221
O75164	CHEMBL5896
Q13418	CHEMBL5247
Q9H7Z7	CHEMBL4411
P07711	CHEMBL3837
Q13882	CHEMBL4601
O75388	CHEMBL4523863
P24387	CHEMBL5930
Q9Y572	CHEMBL1795199
Q13797	CHEMBL3170
Q9Y463	CHEMBL5543
Q96S44	CHEMBL1938223
Q56UN5	CHEMBL6191
Q9H1R3	CHEMBL2777
Q13029	CHEMBL5214862
O95235	CHEMBL2021753
P46937	CHEMBL3334415
O14975	CHEMBL4326
O00764	CHEMBL1075181
P01569	CHEMBL3856161
Q8TE23	CHEMBL1613741
Q15858	CHEMBL4296
Q13753	CHEMBL2364187
Q02224	CHEMBL5870
P09488	CHEMBL2081
P0CG48	CHEMBL4523179
Q5TC84	CHEMBL3638334
P04183	CHEMBL2883
P06576	CHEMBL2062350
P30101	CHEMBL4296001
P58335	CHEMBL4296326
Q9UQC9	CHEMBL2364708
P49642	CHEMBL2363042
Q9BRA2	CHEMBL4295935
Q9UIG0	CHEMBL3588730
Q15788	CHEMBL1615387
Q9BQ69	CHEMBL4295934
Q9UI32	CHEMBL4105730
O00165	CHEMBL4295644
P07686	CHEMBL5877
Q92688	CHEMBL4295917
O00574	CHEMBL5994
Q9NRS4	CHEMBL2331048
P33681	CHEMBL2364157
Q9NQC7	CHEMBL4630858
Q8NB90	CHEMBL2311230
A5PKW4	CHEMBL4523105
P06276	CHEMBL1914
P52565	CHEMBL3638327
Q9NQ88	CHEMBL4295958
Q6IQ55	CHEMBL3337327
Q9ULU4	CHEMBL3627580
Q7RTX0	CHEMBL1613742
O60266	CHEMBL3164
P40967	CHEMBL3712988
P24046	CHEMBL3561
P35414	CHEMBL1628481
Q53H12	CHEMBL2417354
Q8TDB8	CHEMBL4295906
P26583	CHEMBL4295734
P56199	CHEMBL3682
Q9Y5P4	CHEMBL3399913
O95822	CHEMBL4698
O95372	CHEMBL1932891
Q16773	CHEMBL3962
P15056	CHEMBL5145
Q13426	CHEMBL4296097
Q8IZF7	CHEMBL4523892
Q8IYT8	CHEMBL5435
Q13451	CHEMBL2052031
P01562	CHEMBL3713007
Q9Y2H1	CHEMBL4851
P43358	CHEMBL4296022
P02461	CHEMBL2364188
P55263	CHEMBL3589
P48736	CHEMBL3267
Q9UM07	CHEMBL6111
Q9UDY8	CHEMBL3632452
Q9UM73	CHEMBL4247
O00231	CHEMBL3831212
P04062	CHEMBL2179
P14415	CHEMBL2095186
O15297	CHEMBL1938224
P29376	CHEMBL5627
O75747	CHEMBL1163120
Q6PCT2	CHEMBL5169165
Q9NY57	CHEMBL5912
P48443	CHEMBL2004
Q9P2R7	CHEMBL4105973
Q9ULW2	CHEMBL4523492
Q58FF8	CHEMBL4105858
P21281	CHEMBL5641
Q9Y508	CHEMBL5169207
Q15166	CHEMBL4295824
Q9NSA2	CHEMBL2362996
Q13627	CHEMBL2292
P32245	CHEMBL259
P07288	CHEMBL2099
Q9NR20	CHEMBL1075115
Q09028	CHEMBL2189120
Q76I76	CHEMBL3351198
Q6RI45	CHEMBL3769296
P59533	CHEMBL4523248
P51449	CHEMBL1741186
P32942	CHEMBL3712862
P17342	CHEMBL2247
Q9NR80	CHEMBL4296093
Q15040	CHEMBL4630825
P11217	CHEMBL3526
Q9Y3R4	CHEMBL3200
Q17RW2	CHEMBL2364188
P16591	CHEMBL3982
P48729	CHEMBL2793
Q9NZN8	CHEMBL4105920
P45877	CHEMBL2424505
P47900	CHEMBL4315
P35354	CHEMBL230
P05013	CHEMBL3856161
Q9NRA2	CHEMBL4630859
Q09666	CHEMBL4296008
Q9UM47	CHEMBL3407319
Q13347	CHEMBL4295814
Q15910	CHEMBL2189110
Q9BTY2	CHEMBL2271
P05997	CHEMBL2364188
Q99943	CHEMBL3583
Q9BYC5	CHEMBL3596087
Q9H228	CHEMBL2274
Q03113	CHEMBL3308913
Q86UD5	CHEMBL5209631
Q13155	CHEMBL4523285
Q15633	CHEMBL2098
Q13541	CHEMBL3351214
Q99733	CHEMBL3886061
Q12778	CHEMBL5294
Q8NCQ2	CHEMBL3351201
Q9GZX6	CHEMBL3712915
P31941	CHEMBL1741179
Q8N5Y8	CHEMBL4105981
P49721	CHEMBL3492
P26951	CHEMBL3712987
Q14627	CHEMBL3713941
O95477	CHEMBL2362986
O00762	CHEMBL4105834
Q9GZR5	CHEMBL5169195
O15527	CHEMBL3396944
O14626	CHEMBL4523860
Q9UKE5	CHEMBL4527
Q8TAC2	CHEMBL4630845
Q9UN76	CHEMBL4680044
O43193	CHEMBL2203
P48163	CHEMBL3495
Q9UKR3	CHEMBL4863
P52701	CHEMBL4739849
Q8IXL7	CHEMBL3509604
Q15722	CHEMBL3911
Q8WWL7	CHEMBL2094127
P28074	CHEMBL4662
Q16570	CHEMBL2321626
O15054	CHEMBL1938211
P04629	CHEMBL2815
Q13018	CHEMBL3713395
Q9BXC0	CHEMBL1075101
P17813	CHEMBL3712885
Q9NVS9	CHEMBL3271932
Q07955	CHEMBL4295805
Q9Y4W6	CHEMBL4802020
P01584	CHEMBL1909490
Q9NYW2	CHEMBL3988599
Q16566	CHEMBL2494
Q99497	CHEMBL5169188
Q9Y5Y4	CHEMBL5071
Q16891	CHEMBL4105768
Q8TCC7	CHEMBL1641348
O95169	CHEMBL2363065
P22607	CHEMBL2742
Q16595	CHEMBL2321640
O76031	CHEMBL3797014
Q9Y2U5	CHEMBL5914
O00141	CHEMBL2343
O15111	CHEMBL3476
Q15125	CHEMBL4931
P98179	CHEMBL4295793
Q9UNN5	CHEMBL3758063
Q86YV9	CHEMBL4295884
Q9HAU8	CHEMBL3831223
P53582	CHEMBL2474
O14786	CHEMBL5174
P54762	CHEMBL5072
Q8NDF8	CHEMBL4680036
P49841	CHEMBL262
Q14749	CHEMBL4523295
O96000	CHEMBL2363065
Q96C36	CHEMBL4295923
Q9NP77	CHEMBL3317331
Q14849	CHEMBL4523297
P31751	CHEMBL2431
Q99835	CHEMBL5971
Q13477	CHEMBL4467
Q9UQB9	CHEMBL3935
P84022	CHEMBL1293258
P35408	CHEMBL1836
Q9BTE7	CHEMBL4295937
Q9Y4K4	CHEMBL4852
Q8WW43	CHEMBL2094135
P06731	CHEMBL3712881
Q13395	CHEMBL2807
O43148	CHEMBL4295662
Q9UK17	CHEMBL1964
P35398	CHEMBL5868
Q9Y6A2	CHEMBL4523510
Q9BQ31	CHEMBL2362996
P50993	CHEMBL2095186
Q13304	CHEMBL1075162
P10644	CHEMBL4928
P09693	CHEMBL2364168
Q9Y365	CHEMBL4523506
P16615	CHEMBL3901
P04004	CHEMBL1075314
Q96RI8	CHEMBL4523910
O15530	CHEMBL2534
P35236	CHEMBL2219
O75844	CHEMBL3739253
P10451	CHEMBL1741309
P16233	CHEMBL1812
P52895	CHEMBL5847
P53634	CHEMBL2252
P51970	CHEMBL2363065
Q9NPH3	CHEMBL4665591
Q9NPH3	CHEMBL4804256
O15123	CHEMBL3580489
P20273	CHEMBL3218
Q9BSJ8	CHEMBL3621033
P42858	CHEMBL5514
Q12923	CHEMBL2976
P20231	CHEMBL4523196
Q15119	CHEMBL3861
O15146	CHEMBL5684
Q9UI30	CHEMBL4295977
O43921	CHEMBL1795109
P35613	CHEMBL3580492
P48449	CHEMBL3593
P49662	CHEMBL2226
P48448	CHEMBL3542434
O95140	CHEMBL4630807
Q11203	CHEMBL3596076
P22079	CHEMBL5898
O95932	CHEMBL2079852
P03886	CHEMBL2363065
Q3MIX3	CHEMBL4105886
P03956	CHEMBL332
Q15759	CHEMBL3961
Q9H9S0	CHEMBL3580527
Q9Y4C1	CHEMBL1938209
O00462	CHEMBL3903
Q5H943	CHEMBL5169155
P54829	CHEMBL2007628
P16444	CHEMBL1989
Q68DU8	CHEMBL4523340
Q8TBC4	CHEMBL2016430
O43306	CHEMBL2097167
Q9UPY6	CHEMBL5169205
Q8WZA2	CHEMBL2029198
Q9UK23	CHEMBL5920
Q14439	CHEMBL4523869
Q16760	CHEMBL1075120
P04637	CHEMBL4096
P36544	CHEMBL2492
Q9Y5Y9	CHEMBL5451
O94782	CHEMBL1795087
P23467	CHEMBL2706
P30281	CHEMBL2422
O43184	CHEMBL5030
Q16186	CHEMBL2364701
Q14674	CHEMBL4523294
P61158	CHEMBL4105857
O95147	CHEMBL1764941
Q13835	CHEMBL4295817
O60706	CHEMBL1971
O00182	CHEMBL5474
Q9UBT2	CHEMBL2095174
Q9UBT2	CHEMBL3137290
P18206	CHEMBL4295723
Q86V81	CHEMBL4296014
Q9NY47	CHEMBL3896
Q6ZQN7	CHEMBL2073690
Q9Y6M7	CHEMBL3774290
P01574	CHEMBL4630876
P11831	CHEMBL4523184
Q9HBI0	CHEMBL5793
Q92560	CHEMBL1293314
Q16659	CHEMBL5121
Q13651	CHEMBL4804254
Q9UKT9	CHEMBL4739707
Q15465	CHEMBL5602
P61088	CHEMBL6089
P18065	CHEMBL3088
P51161	CHEMBL4523235
Q96QU1	CHEMBL6112
Q9Y2D0	CHEMBL3969
Q05655	CHEMBL2996
Q15047	CHEMBL2321646
P19875	CHEMBL3286076
Q9UHF1	CHEMBL3712972
P35499	CHEMBL2072
Q92953	CHEMBL2321618
Q495A1	CHEMBL4630878
P12883	CHEMBL3831286
Q01860	CHEMBL3580526
Q92820	CHEMBL2223
Q9NZ45	CHEMBL1795168
O95393	CHEMBL3713453
Q8N8U2	CHEMBL3879857
Q15796	CHEMBL2396512
O14983	CHEMBL3136
Q9UKI8	CHEMBL5388
P11233	CHEMBL3879855
P24158	CHEMBL3900
P34913	CHEMBL2409
O15118	CHEMBL1293277
P0C869	CHEMBL4136
P31994	CHEMBL4662940
Q13242	CHEMBL4295813
Q96ES7	CHEMBL4523425
Q9BRS2	CHEMBL5975
P04156	CHEMBL4869
P25705	CHEMBL2062351
Q6UXH0	CHEMBL4523352
Q9H4B4	CHEMBL4897
Q9Y3Q4	CHEMBL1250417
Q9HAZ1	CHEMBL4203
Q06323	CHEMBL4295804
Q0WX57	CHEMBL4523281
Q9UL26	CHEMBL4295981
Q14790	CHEMBL3776
P06493	CHEMBL308
Q92731	CHEMBL242
Q99558	CHEMBL5888
P09086	CHEMBL3509582
Q15392	CHEMBL2331059
P61073	CHEMBL2107
Q9Y496	CHEMBL5544
O14924	CHEMBL1293276
Q9P1Z3	CHEMBL1795173
P08588	CHEMBL213
Q9Y305	CHEMBL4295987
P49888	CHEMBL2346
Q9UQ84	CHEMBL4523496
P24043	CHEMBL2364187
O75955	CHEMBL5209841
Q9UF33	CHEMBL4526
P13807	CHEMBL4000
P16519	CHEMBL2433
Q8N752	CHEMBL5520
Q13183	CHEMBL3712851
P05162	CHEMBL5977
P14550	CHEMBL2246
O95069	CHEMBL2321615
P35503	CHEMBL3542435
O15503	CHEMBL4739841
Q96PY6	CHEMBL5855
P30519	CHEMBL2546
Q9UGL1	CHEMBL3774295
P05413	CHEMBL3344
Q76LX8	CHEMBL2346492
O60256	CHEMBL2646
Q96PR1	CHEMBL2363009
Q16512	CHEMBL3384
P29279	CHEMBL3712901
P0DUB6	CHEMBL2478
Q9H853	CHEMBL4295944
Q13621	CHEMBL1874
Q15842	CHEMBL4770
Q9Y698	CHEMBL4296111
P17174	CHEMBL2189139
Q05193	CHEMBL4958
Q9HBI6	CHEMBL4295949
P17735	CHEMBL3043
Q9H244	CHEMBL2001
Q5JUK3	CHEMBL4739688
Q15149	CHEMBL1293240
Q92772	CHEMBL5728
P08294	CHEMBL2069159
Q9HAU4	CHEMBL4523460
Q96NT5	CHEMBL1795188
O94760	CHEMBL6036
P23975	CHEMBL222
Q01094	CHEMBL4382
Q03519	CHEMBL4523654
Q86U86	CHEMBL1795184
Q8TCT8	CHEMBL4105833
Q13332	CHEMBL2396508
Q96FJ0	CHEMBL4630848
Q92851	CHEMBL5037
P06132	CHEMBL1681619
P54803	CHEMBL3713095
Q9UJ70	CHEMBL4295978
Q9Y5L3	CHEMBL5049
Q969M7	CHEMBL4523422
P21246	CHEMBL4523199
P29460	CHEMBL3580484
P05455	CHEMBL2040701
O95363	CHEMBL2511
Q00534	CHEMBL2508
Q7Z6Z7	CHEMBL4295881
P22760	CHEMBL3509584
Q9NQV6	CHEMBL5214863
Q9NSD9	CHEMBL4105969
O43526	CHEMBL2476
P50990	CHEMBL4295775
P31785	CHEMBL2364167
P31785	CHEMBL4665588
P31785	CHEMBL4665592
P22004	CHEMBL3286078
Q12888	CHEMBL2424509
P48547	CHEMBL5529
P40313	CHEMBL4873
O75380	CHEMBL2363065
P37268	CHEMBL3338
Q96S37	CHEMBL6120
Q9BZJ7	CHEMBL4523917
P21817	CHEMBL1846
P21730	CHEMBL2373
P59537	CHEMBL4523251
Q9HAT2	CHEMBL4523459
Q96RG2	CHEMBL6054
Q9H3M9	CHEMBL4630855
P06733	CHEMBL3298
P50226	CHEMBL1743292
Q8TCG1	CHEMBL2146355
Q96C86	CHEMBL1949488
P39086	CHEMBL1918
Q6P179	CHEMBL5043
P41229	CHEMBL2163176
P48551	CHEMBL2364170
Q15102	CHEMBL5108
Q86SP6	CHEMBL4523883
P25100	CHEMBL223
O43175	CHEMBL2311243
O75608	CHEMBL1681631
P36639	CHEMBL3708265
P14210	CHEMBL5479
Q8WTQ7	CHEMBL1075133
Q86Y07	CHEMBL1649059
P56817	CHEMBL4822
Q14914	CHEMBL4295822
Q9UGP5	CHEMBL5367
P32119	CHEMBL4295744
Q13133	CHEMBL2808
O60894	CHEMBL2107838
O60894	CHEMBL2111189
Q9HBW0	CHEMBL3724
Q9Y239	CHEMBL1293222
P08887	CHEMBL2364155
Q9BVC4	CHEMBL4296661
Q9BVC4	CHEMBL4523999
Q13555	CHEMBL3829
P23443	CHEMBL4501
O00221	CHEMBL3407
P18054	CHEMBL3687
Q9UIV1	CHEMBL3616361
P10242	CHEMBL5169115
Q9P246	CHEMBL4296084
P10145	CHEMBL2157
P28838	CHEMBL3965
Q15652	CHEMBL3792271
Q9UBU7	CHEMBL4483
Q92630	CHEMBL4376
P51955	CHEMBL3835
Q8IZF5	CHEMBL4523891
O00512	CHEMBL3712821
Q9H2J7	CHEMBL3351189
P16220	CHEMBL5587
P19971	CHEMBL3106
P08238	CHEMBL4303
P04035	CHEMBL402
O75175	CHEMBL4105769
Q9UNW8	CHEMBL3085618
P14920	CHEMBL5485
Q01844	CHEMBL3351202
Q9NR96	CHEMBL5804
Q9UKU6	CHEMBL3886123
O43169	CHEMBL4523134
O75151	CHEMBL4295672
P07099	CHEMBL1968
Q96D53	CHEMBL5753
P78504	CHEMBL3217396
Q15599	CHEMBL4739686
P51608	CHEMBL3638346
Q9NQR1	CHEMBL1795176
P29371	CHEMBL4429
P00797	CHEMBL286
P20813	CHEMBL4729
Q06520	CHEMBL2077
Q01726	CHEMBL3795
Q93086	CHEMBL4942
Q15369	CHEMBL3301400
Q15369	CHEMBL4296117
Q8TD19	CHEMBL5257
Q9H999	CHEMBL3407328
Q9Y6W6	CHEMBL2396511
P41968	CHEMBL4644
Q6ZMV9	CHEMBL3308907
P56373	CHEMBL2998
P33981	CHEMBL3983
P16455	CHEMBL2864
P41597	CHEMBL4015
Q9BUB5	CHEMBL4718
P42261	CHEMBL2009
Q6ZVD8	CHEMBL1275209
Q13507	CHEMBL2417348
Q8WTS6	CHEMBL5523
Q9UQF0	CHEMBL4662944
Q8IZX4	CHEMBL3108641
P49916	CHEMBL4295773
Q13043	CHEMBL4598
P18564	CHEMBL2111416
P49840	CHEMBL2850
Q9H9B1	CHEMBL6031
Q6PL18	CHEMBL2150837
P48775	CHEMBL2140
P07332	CHEMBL5455
Q9NRY4	CHEMBL4523646
P49619	CHEMBL1075157
P22310	CHEMBL3619
O00506	CHEMBL5552
P02766	CHEMBL3194
P12318	CHEMBL5841
P50570	CHEMBL5812
Q8TDU9	CHEMBL1628473
P33402	CHEMBL2111348
Q9H6P5	CHEMBL6153
P38117	CHEMBL4105744
Q13310	CHEMBL5333
Q15118	CHEMBL4766
P57058	CHEMBL1795165
P09417	CHEMBL3730
P02771	CHEMBL3712864
Q8IYB8	CHEMBL3642
Q04609	CHEMBL1892
P34741	CHEMBL4888448
Q9GZZ1	CHEMBL4630854
Q2M2H8	CHEMBL3833502
Q9NWM8	CHEMBL2342
P05187	CHEMBL4458
P49773	CHEMBL5878
Q15078	CHEMBL2783
P22001	CHEMBL4633
P52732	CHEMBL4581
Q93009	CHEMBL2157850
P24666	CHEMBL4903
P00533	CHEMBL203
P07498	CHEMBL3621024
P08575	CHEMBL3243
Q9Y210	CHEMBL2417347
Q9H2X9	CHEMBL1615384
P04439	CHEMBL2632
Q08209	CHEMBL4445
P43121	CHEMBL3712863
Q13574	CHEMBL4105942
P42892	CHEMBL4791
P14778	CHEMBL1959
P48052	CHEMBL4939
Q9UNE0	CHEMBL1250376
Q9UBU8	CHEMBL4630863
Q96L34	CHEMBL5754
Q92854	CHEMBL4630887
Q9UQM7	CHEMBL4147
Q9H461	CHEMBL3559689
P32927	CHEMBL2364169
P32927	CHEMBL4804252
P24928	CHEMBL1641353
O75311	CHEMBL1075092
Q15008	CHEMBL2364701
P20340	CHEMBL4105703
O95251	CHEMBL3774299
Q9NUA8	CHEMBL5069378
Q13370	CHEMBL290
P32004	CHEMBL5169129
Q15822	CHEMBL2109230
Q15822	CHEMBL2109236
P78352	CHEMBL5666
P23588	CHEMBL3308928
O15455	CHEMBL1075113
Q5TCH4	CHEMBL4523986
P23416	CHEMBL5871
Q3MHD2	CHEMBL4295839
P28332	CHEMBL2096668
Q9UF02	CHEMBL2363032
Q9HBE4	CHEMBL4665586
O43895	CHEMBL4610
P49327	CHEMBL4158
P05160	CHEMBL3351193
P27482	CHEMBL5169127
P19447	CHEMBL4523193
Q14524	CHEMBL1980
O00155	CHEMBL4523858
Q92542	CHEMBL3418
Q56A73	CHEMBL4523321
Q9Y2C3	CHEMBL2321635
Q6PIU1	CHEMBL2362996
P61289	CHEMBL4296023
P10828	CHEMBL1947
Q14249	CHEMBL3804749
Q9Y5A9	CHEMBL4295992
P01848	CHEMBL3580506
P00746	CHEMBL2176771
Q58HT5	CHEMBL2375205
P56703	CHEMBL6079
P23743	CHEMBL4105787
Q8WTV0	CHEMBL1914272
P07384	CHEMBL3891
P09923	CHEMBL5573
Q9GZV9	CHEMBL3713913
Q9NYQ3	CHEMBL2169732
Q9UKK3	CHEMBL6142
Q14432	CHEMBL241
P10600	CHEMBL3712903
O60259	CHEMBL4812
P37058	CHEMBL4234
P31689	CHEMBL2189122
Q13409	CHEMBL4295815
P33991	CHEMBL4105745
O00398	CHEMBL3562166
Q7Z2W4	CHEMBL4295879
Q9NS00	CHEMBL2321633
P39656	CHEMBL4239
Q9NRR8	CHEMBL3308925
O15264	CHEMBL2939
Q16820	CHEMBL4105879
Q9Y6K0	CHEMBL4105740
Q8TE04	CHEMBL3407326
P0CG47	CHEMBL4523178
Q9Y5X4	CHEMBL4374
Q7Z602	CHEMBL4523879
P40879	CHEMBL4523223
Q9BPW9	CHEMBL5974
P01570	CHEMBL3856161
O43280	CHEMBL3087
P18089	CHEMBL1942
P14091	CHEMBL3092
O00115	CHEMBL1250342
Q7Z406	CHEMBL4105888
Q9H3N1	CHEMBL4295941
P45880	CHEMBL6190
Q9UQ88	CHEMBL5416
P62508	CHEMBL4245
Q9P032	CHEMBL2363065
Q00613	CHEMBL5869
Q07002	CHEMBL5316
P05556	CHEMBL1905
P62714	CHEMBL2435
P48023	CHEMBL5714
Q9P2J5	CHEMBL3258
O95259	CHEMBL3841
Q9ULJ3	CHEMBL5069368
Q6PJP8	CHEMBL4105903
O15228	CHEMBL4494
Q9UHI5	CHEMBL4301
P34932	CHEMBL5169130
O95718	CHEMBL3751
P40394	CHEMBL3867
P13866	CHEMBL4979
Q9BX84	CHEMBL1628470
P60953	CHEMBL6088
Q08050	CHEMBL4739852
Q8IZF3	CHEMBL4523889
P08172	CHEMBL211
P23229	CHEMBL3716
P12259	CHEMBL3618
Q9Y233	CHEMBL4409
Q9BU89	CHEMBL4523441
P15291	CHEMBL4384
P83916	CHEMBL1741193
Q15007	CHEMBL4523298
Q9UPN9	CHEMBL2176772
P17752	CHEMBL5689
P19623	CHEMBL4232
P41222	CHEMBL3430865
Q8N5K1	CHEMBL4523399
O95819	CHEMBL6166
Q6NV75	CHEMBL4523876
P12277	CHEMBL6049
O75030	CHEMBL1741165
P60520	CHEMBL4879445
Q6ZNB5	CHEMBL3721310
Q13324	CHEMBL4069
Q9H7E2	CHEMBL3879852
Q9P275	CHEMBL4630861
P10599	CHEMBL2010624
O00560	CHEMBL4739667
Q9H1D0	CHEMBL1628465
P57059	CHEMBL6082
P30874	CHEMBL1804
Q9H1C0	CHEMBL5700
P02753	CHEMBL3100
P03905	CHEMBL4499
P04114	CHEMBL4549
Q99594	CHEMBL4523435
P15248	CHEMBL3712932
O00624	CHEMBL3769300
Q9NPP4	CHEMBL4630857
P02768	CHEMBL3253
P24530	CHEMBL1785
Q14117	CHEMBL2465
P36404	CHEMBL4295751
P00742	CHEMBL244
Q9BR01	CHEMBL1743298
P42677	CHEMBL1932893
Q9Y6N6	CHEMBL2364187
P40337	CHEMBL3108660
Q99466	CHEMBL3407321
Q93088	CHEMBL4328
P43005	CHEMBL2721
P08243	CHEMBL3120
O75899	CHEMBL5034
P29350	CHEMBL3166
P15391	CHEMBL3390821
O00470	CHEMBL4879409
P46663	CHEMBL4308
O60678	CHEMBL5891
O14843	CHEMBL5201
P29218	CHEMBL1786
O14727	CHEMBL1795093
Q9BZX2	CHEMBL2469
Q9Y5X9	CHEMBL5080
Q9BXC1	CHEMBL3562167
Q9C0C9	CHEMBL4295940
Q9HB71	CHEMBL4295948
P26196	CHEMBL4105783
Q93100	CHEMBL2111324
P08962	CHEMBL3713303
P43630	CHEMBL4630895
P14784	CHEMBL3276
P30711	CHEMBL2141
O15075	CHEMBL5683
Q8IVT5	CHEMBL1938215
Q86UY6	CHEMBL4523373
P07510	CHEMBL1907588
Q05932	CHEMBL3171
P49137	CHEMBL2208
O75310	CHEMBL4523985
P08183	CHEMBL4302
Q9HBK9	CHEMBL4295950
Q14831	CHEMBL3777
Q7Z418	CHEMBL2331042
Q5VWQ8	CHEMBL4523330
Q9NYJ8	CHEMBL4295965
Q8IZF4	CHEMBL4523890
Q13564	CHEMBL2016431
Q96FW1	CHEMBL4523428
P42224	CHEMBL6101
Q9NQ66	CHEMBL4034
O00270	CHEMBL4523859
O95396	CHEMBL4295684
Q99436	CHEMBL3347256
Q92876	CHEMBL4448
Q96EG1	CHEMBL2189124
P07305	CHEMBL3707465
Q13740	CHEMBL4665584
Q9UK80	CHEMBL2157852
Q96Q83	CHEMBL3112376
Q9Y2H9	CHEMBL1163128
